latitude,longitude,depth,gap,dmin,rms,place,horizontalError,depthError,magError,magNst,Magnitude,Date,Time,Amplitude,Frequency,Velocity,Seismic_Energy,Seismic_Moment,Risk_Zone,Acceleration
23.59,143.75,10.0,120.0,3.77,0.53,"278km ESE of Iwo Jima, Japan",13.0,1.9,0.09,36.0,4.86,2018-10-08,14:18:05,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
42.63,141.99,34.0,68.0,1.06,0.66,"31km E of Tomakomai, Japan",7.4,2.3,0.06,81.0,4.94,2018-10-08,12:53:59,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
23.62,143.88,10.0,18.0,3.78,0.94,"289km ESE of Iwo Jima, Japan",6.2,1.8,0.04,220.0,5.2,2018-10-08,05:45:27,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
23.71,144.02,10.0,158.0,3.75,1.03,"297km ESE of Iwo Jima, Japan",9.2,2.0,0.16,11.0,4.94,2018-10-08,05:17:02,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.53,140.52,415.84,58.0,1.59,1.05,"179km WSW of Chichi-shima, Japan",10.0,6.2,0.03,376.0,5.03,2018-10-07,03:01:10,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
35.02,137.49,40.22,70.0,0.5,0.81,"12km N of Shinshiro, Japan",4.2,7.0,0.05,114.0,5.11,2018-10-07,01:14:19,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
26.49,129.45,10.0,84.0,1.11,0.81,"147km E of Nago, Japan",5.7,1.9,0.11,26.0,5.03,2018-10-06,15:18:43,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
42.69,141.97,38.64,72.0,1.11,0.69,"29km ESE of Chitose, Japan",5.8,7.2,0.07,69.0,4.94,2018-10-06,04:14:24,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
32.64,140.89,48.05,146.0,1.02,1.16,"113km ESE of Hachijo-jima, Japan",8.8,8.5,0.12,23.0,4.86,2018-10-05,18:40:20,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
26.73,129.58,10.0,127.0,1.17,1.0,"160km E of Nago, Japan",8.5,1.9,0.22,6.0,4.86,2018-10-05,01:05:32,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
42.6,142.04,16.92,41.0,1.02,0.72,"35km E of Tomakomai, Japan",6.0,3.3,0.08,15.0,5.0,2018-10-04,23:58:48,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
26.61,129.48,10.0,65.0,1.1,0.88,"149km E of Nago, Japan",6.4,1.8,0.08,17.0,5.0,2018-10-04,22:44:32,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
31.09,131.47,35.0,121.0,2.09,0.77,"46km SSE of Kushima, Japan",6.4,2.0,0.14,16.0,4.94,2018-10-04,08:20:53,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
35.79,140.99,30.59,118.0,2.08,1.35,"15km ENE of Hasaki, Japan",6.4,5.2,0.06,75.0,5.2,2018-10-03,15:15:32,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
41.14,144.37,10.0,151.0,1.26,0.95,"204km S of Kushiro, Japan",8.7,1.9,0.14,15.0,4.94,2018-10-03,14:56:18,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
37.67,141.71,35.0,148.0,0.76,0.78,"66km ENE of Namie, Japan",7.6,2.0,0.14,16.0,4.94,2018-10-02,10:25:28,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
38.96,142.81,36.52,167.0,1.92,1.03,"87km ESE of Kamaishi, Japan",7.7,13.3,0.19,8.0,4.86,2018-10-01,19:29:23,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
26.75,129.71,10.0,98.0,1.29,0.27,"173km E of Nago, Japan",6.0,1.9,0.17,14.0,5.03,2018-10-01,15:07:11,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
42.89,141.99,33.53,52.0,1.23,0.97,"28km ENE of Chitose, Japan",7.4,2.5,0.03,359.0,5.11,2018-10-01,02:22:03,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
31.92,141.61,16.41,89.0,4.83,1.33,"213km SE of Hachijo-jima, Japan",9.6,3.8,0.12,19.0,4.94,2018-09-30,16:07:00,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
42.55,142.0,35.0,57.0,1.01,0.66,"33km ESE of Tomakomai, Japan",6.2,1.9,0.07,18.0,5.0,2018-09-30,08:54:05,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
42.77,141.95,35.0,75.0,1.17,0.4,"25km ESE of Chitose, Japan",5.8,2.0,0.08,44.0,4.86,2018-09-29,09:25:54,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
47.14,152.66,83.57,56.0,6.76,0.83,Kuril Islands,10.4,5.0,0.03,336.0,5.2,2018-09-29,04:40:33,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
37.15,141.07,49.03,166.0,0.75,0.81,"20km ENE of Iwaki, Japan",2.9,8.2,0.15,21.0,4.86,2018-09-27,19:32:25,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
26.79,129.7,10.0,82.0,1.28,0.9,"173km E of Nago, Japan",4.3,1.9,0.13,18.0,4.94,2018-09-27,11:45:52,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
47.6,154.03,39.98,136.0,5.99,0.69,Kuril Islands,10.1,7.6,0.08,53.0,5.11,2018-09-27,10:32:15,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
45.15,149.22,85.29,176.0,4.84,0.39,"105km E of Kuril'sk, Russia",12.2,12.2,0.06,93.0,4.94,2018-09-26,19:22:43,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
27.44,142.08,72.44,171.0,0.36,0.45,"41km NNW of Chichi-shima, Japan",13.1,9.1,0.16,11.0,4.94,2018-09-26,06:00:29,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
44.72,149.86,49.35,137.0,5.24,0.39,"165km ESE of Kuril'sk, Russia",12.3,5.2,0.05,127.0,4.94,2018-09-26,04:33:31,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
48.19,155.09,35.0,82.0,5.19,1.09,"286km SSW of Severo-Kuril'sk, Russia",8.8,1.9,0.04,243.0,5.36,2018-09-25,08:53:40,229086765.28,0.0,1675.21,6918309709189.36,1.3803842646028867e+17,Medium,45.946021631052396
41.94,141.14,104.3,96.0,1.16,0.8,"38km ENE of Hakodate, Japan",6.8,3.5,0.06,73.0,4.86,2018-09-25,03:50:12,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
25.02,125.67,57.04,116.0,2.48,0.48,"46km ENE of Hirara, Japan",9.5,9.3,0.08,43.0,5.03,2018-09-24,14:25:21,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
45.94,152.96,10.0,160.0,7.57,0.86,East of the Kuril Islands,7.6,1.9,0.14,15.0,5.03,2018-09-23,20:00:04,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
36.5,140.67,53.8,137.0,1.37,0.9,"9km ENE of Funaishikawa, Japan",6.9,6.8,0.09,41.0,4.94,2018-09-23,15:05:34,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
35.22,141.2,26.58,137.0,2.4,0.65,"65km SSE of Hasaki, Japan",6.8,5.7,0.12,23.0,5.11,2018-09-23,13:29:50,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
26.66,129.66,10.0,36.0,1.25,0.75,"167km E of Nago, Japan",7.1,1.8,0.05,39.0,5.4,2018-09-22,10:58:01,251188643.15,0.0,1754.16,7943282347242.86,1.584893192461124e+17,Medium,43.87811001483555
45.22,150.53,45.14,196.0,5.68,0.73,"207km E of Kuril'sk, Russia",4.7,12.1,0.12,19.0,4.94,2018-09-22,08:42:07,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
45.17,150.55,33.11,135.0,5.7,0.62,"209km E of Kuril'sk, Russia",9.3,5.3,0.05,115.0,5.28,2018-09-22,08:35:13,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
26.73,129.65,10.0,82.0,1.23,0.65,"167km E of Nago, Japan",5.5,1.3,0.1,31.0,4.94,2018-09-20,23:06:02,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.67,129.66,10.0,88.0,1.25,1.23,"167km E of Nago, Japan",5.0,1.9,0.15,14.0,5.03,2018-09-20,14:57:26,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
39.88,143.11,36.43,129.0,1.81,0.63,"103km ENE of Miyako, Japan",7.3,7.5,0.07,69.0,5.03,2018-09-20,07:44:26,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
35.73,141.9,8.38,141.0,2.32,0.54,"96km E of Hasaki, Japan",7.6,5.2,0.1,30.0,5.03,2018-09-18,16:54:28,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
38.46,141.56,56.52,108.0,0.85,0.71,"23km ENE of Ishinomaki, Japan",5.8,5.4,0.06,30.0,5.1,2018-09-18,16:21:49,125892541.18,0.01,1241.85,2818382931264.45,5.623413251903491e+16,Medium,61.979477783042945
26.79,129.77,10.0,83.0,1.34,0.81,"177km S of Naze, Japan",5.7,1.9,0.1,33.0,4.94,2018-09-18,10:35:19,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
36.02,139.77,83.53,115.0,1.37,0.85,"3km ESE of Sugito, Japan",4.2,6.6,0.05,104.0,4.94,2018-09-18,08:11:11,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.69,129.63,10.0,94.0,1.23,0.78,"165km E of Nago, Japan",6.7,1.9,0.15,14.0,4.94,2018-09-18,06:25:54,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
47.25,150.96,172.35,58.0,5.6,0.71,"240km SE of Vostok, Russia",10.1,4.9,0.03,262.0,4.86,2018-09-17,04:53:16,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
26.71,129.7,10.0,71.0,1.28,0.84,"172km E of Nago, Japan",6.1,1.8,0.04,171.0,5.28,2018-09-17,02:32:09,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
42.68,141.87,13.88,70.0,1.16,0.72,"22km ENE of Tomakomai, Japan",7.2,4.7,0.07,63.0,5.11,2018-09-16,17:51:29,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
26.66,129.68,10.0,83.0,1.27,0.65,"169km E of Nago, Japan",6.5,1.8,0.16,11.0,4.86,2018-09-16,17:35:57,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
24.15,143.46,10.0,166.0,18.78,0.67,"227km ESE of Iwo Jima, Japan",9.7,2.0,0.27,7.0,4.86,2018-09-16,13:58:39,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
26.7,129.58,10.0,87.0,1.17,0.61,"159km E of Nago, Japan",2.5,1.9,0.1,33.0,5.11,2018-09-16,10:52:37,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
35.38,141.29,29.41,123.0,0.8,0.94,"56km SE of Hasaki, Japan",5.8,5.0,0.13,6.0,4.5,2018-09-15,18:39:07,31622776.6,0.03,622.4,354813389233.58,7079457843841373.0,Low,123.66531632195647
26.72,129.59,10.0,91.0,1.19,0.66,"161km E of Nago, Japan",7.0,1.7,0.21,8.0,4.94,2018-09-15,18:34:35,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.62,129.78,10.0,86.0,1.36,1.32,"179km E of Nago, Japan",5.6,1.9,0.16,12.0,4.94,2018-09-15,16:46:14,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.49,129.59,10.0,87.0,1.23,1.07,"160km E of Nago, Japan",4.9,1.9,0.17,10.0,4.94,2018-09-15,16:33:21,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.57,129.53,10.2,31.0,1.15,0.69,"154km E of Nago, Japan",7.2,3.2,0.05,46.0,5.6,2018-09-15,16:24:34,398107170.55,0.0,2208.35,15848931924611.11,3.1622776601683795e+17,Medium,34.85362167112218
49.85,156.17,49.28,53.0,3.4,0.65,"92km S of Severo-Kuril'sk, Russia",8.3,4.2,0.08,17.0,5.4,2018-09-15,15:40:15,251188643.15,0.0,1754.16,7943282347242.86,1.584893192461124e+17,Medium,43.87811001483555
26.69,129.64,10.15,69.0,1.23,0.79,"165km E of Nago, Japan",7.4,3.6,0.06,24.0,5.2,2018-09-15,15:37:59,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
26.66,129.82,10.0,81.0,1.39,1.24,"183km E of Nago, Japan",6.3,1.9,0.14,15.0,5.03,2018-09-15,14:09:01,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
26.75,129.74,10.0,73.0,1.31,0.79,"176km E of Nago, Japan",5.1,1.8,0.09,12.0,4.9,2018-09-15,13:53:38,79432823.47,0.01,986.43,1412537544622.76,2.8183829312644492e+16,Low,78.02753959080471
26.68,129.6,10.0,89.0,1.2,1.11,"161km E of Nago, Japan",6.5,1.9,0.13,17.0,4.94,2018-09-15,13:34:02,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.67,129.56,10.0,81.0,1.16,0.67,"157km E of Nago, Japan",4.5,1.9,0.13,18.0,4.94,2018-09-15,08:38:51,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.6,129.56,10.0,71.0,1.18,0.75,"157km E of Nago, Japan",6.2,1.8,0.12,7.0,5.0,2018-09-15,08:32:21,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
26.61,129.57,10.0,72.0,1.18,0.72,"159km E of Nago, Japan",5.4,1.4,0.07,67.0,5.2,2018-09-15,08:19:18,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
26.63,129.69,10.0,77.0,1.28,1.24,"170km E of Nago, Japan",5.4,1.9,0.12,21.0,5.03,2018-09-15,08:11:30,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
26.68,129.6,10.0,35.0,1.2,0.54,"162km E of Nago, Japan",7.3,1.8,0.05,44.0,5.7,2018-09-15,08:05:29,501187233.63,0.0,2477.81,22387211385683.47,4.4668359215096166e+17,Medium,31.063323011746263
26.74,129.5,10.0,68.0,1.1,0.58,"152km E of Nago, Japan",3.3,1.9,0.1,30.0,5.36,2018-09-15,08:05:12,229086765.28,0.0,1675.21,6918309709189.36,1.3803842646028867e+17,Medium,45.946021631052396
26.77,129.68,10.0,89.0,1.26,0.64,"170km E of Nago, Japan",6.1,1.9,0.07,57.0,5.03,2018-09-15,05:38:38,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
26.57,129.89,10.0,95.0,1.42,0.82,"190km E of Nago, Japan",6.7,1.9,0.13,17.0,5.11,2018-09-15,05:07:44,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
26.71,129.59,10.0,93.0,1.18,0.43,"160km E of Nago, Japan",6.5,1.8,0.15,14.0,4.94,2018-09-15,05:07:20,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.68,129.64,10.0,74.0,1.23,0.63,"165km E of Nago, Japan",8.0,1.8,0.05,143.0,5.2,2018-09-15,04:54:38,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
26.62,129.7,10.0,69.0,1.29,0.66,"171km E of Nago, Japan",8.1,1.8,0.05,117.0,5.2,2018-09-15,04:52:47,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
26.7,129.56,10.0,55.0,1.16,0.6,"158km E of Nago, Japan",8.0,1.7,0.05,34.0,5.4,2018-09-15,04:40:19,251188643.15,0.0,1754.16,7943282347242.86,1.584893192461124e+17,Medium,43.87811001483555
26.7,129.65,10.0,70.0,1.24,0.6,"167km E of Nago, Japan",8.0,1.8,0.04,198.0,5.2,2018-09-15,04:14:35,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
26.67,129.59,10.0,92.0,1.19,0.92,"161km E of Nago, Japan",5.3,1.9,0.13,18.0,4.94,2018-09-15,03:51:16,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
44.41,149.24,35.0,176.0,4.78,0.49,"141km SE of Kuril'sk, Russia",6.3,2.0,0.09,40.0,4.86,2018-09-15,02:58:19,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
26.75,129.59,10.0,78.0,1.18,0.49,"161km E of Nago, Japan",6.0,1.8,0.08,50.0,5.11,2018-09-15,01:48:29,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
26.71,129.61,10.0,94.0,1.2,0.5,"163km E of Nago, Japan",5.5,1.9,0.15,14.0,4.94,2018-09-15,01:41:55,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.73,129.64,9.32,24.0,1.23,0.67,"166km E of Nago, Japan",4.8,2.7,0.05,37.0,5.7,2018-09-15,00:08:21,501187233.63,0.0,2477.81,22387211385683.47,4.4668359215096166e+17,Medium,31.063323011746263
36.82,140.66,7.87,133.0,1.05,1.17,"9km WNW of Kitaibaraki, Japan",5.4,4.4,0.07,20.0,4.7,2018-09-14,05:35:24,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
42.75,141.93,26.62,71.0,1.17,0.7,"24km ESE of Chitose, Japan",6.0,4.3,0.09,13.0,4.6,2018-09-13,21:54:22,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
42.63,142.0,22.41,83.0,1.06,1.04,"32km E of Tomakomai, Japan",5.4,6.2,0.1,29.0,4.86,2018-09-12,16:33:59,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
45.61,150.02,80.69,101.0,5.21,1.2,"171km ENE of Kuril'sk, Russia",5.5,5.6,0.02,608.0,5.36,2018-09-12,00:28:09,229086765.28,0.0,1675.21,6918309709189.36,1.3803842646028867e+17,Medium,45.946021631052396
30.4,131.02,35.0,108.0,2.72,0.79,"36km S of Nishinoomote, Japan",7.7,2.0,0.06,74.0,5.11,2018-09-11,15:08:49,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
30.39,131.01,35.0,132.0,2.73,0.7,"38km S of Nishinoomote, Japan",7.6,2.0,0.1,28.0,4.94,2018-09-11,14:18:17,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
41.25,142.39,45.26,124.0,0.95,0.71,"98km E of Mutsu, Japan",6.3,4.9,0.09,12.0,4.9,2018-09-11,13:25:58,79432823.47,0.01,986.43,1412537544622.76,2.8183829312644492e+16,Low,78.02753959080471
39.64,132.16,510.33,80.0,3.98,0.79,"282km ESE of Kilju, North Korea",5.8,5.0,0.04,144.0,4.86,2018-09-11,13:20:52,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
30.47,130.28,35.0,124.0,2.7,0.94,"75km WSW of Nishinoomote, Japan",8.4,2.0,0.19,8.0,4.94,2018-09-11,12:14:57,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
42.68,141.98,35.0,72.0,1.09,0.8,"31km E of Tomakomai, Japan",6.6,2.0,0.05,131.0,4.94,2018-09-10,19:58:45,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
35.0,140.24,28.35,139.0,0.32,0.81,"16km SSW of Katsuura, Japan",6.5,5.5,0.06,74.0,4.94,2018-09-10,14:58:39,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
42.78,141.97,20.79,43.0,1.17,0.7,"26km E of Chitose, Japan",6.1,3.9,0.09,13.0,4.7,2018-09-09,13:55:11,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
29.87,142.28,10.85,117.0,2.76,0.75,"Izu Islands, Japan region",8.9,5.0,0.08,51.0,5.03,2018-09-09,00:42:16,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
30.59,131.17,35.0,107.0,2.54,0.94,"22km SE of Nishinoomote, Japan",7.4,2.0,0.1,30.0,4.94,2018-09-08,16:15:57,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
29.74,141.15,70.66,109.0,2.78,0.79,"Izu Islands, Japan region",7.4,7.2,0.06,89.0,4.94,2018-09-08,10:36:37,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
42.79,141.99,39.67,76.0,1.17,0.63,"27km E of Chitose, Japan",4.9,6.6,0.05,122.0,4.94,2018-09-07,13:43:46,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
42.74,141.93,42.72,73.0,1.16,0.66,"24km ESE of Chitose, Japan",3.0,7.5,0.03,320.0,5.03,2018-09-07,04:25:25,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
42.72,142.09,35.0,84.0,1.06,0.89,"37km ESE of Chitose, Japan",7.0,2.0,0.05,100.0,4.86,2018-09-06,14:43:48,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
42.74,142.08,41.48,98.0,1.08,0.55,"36km ESE of Chitose, Japan",5.0,9.6,0.17,10.0,4.86,2018-09-05,21:32:32,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
42.68,142.0,29.28,40.0,1.09,0.77,"32km E of Tomakomai, Japan",4.5,3.1,0.09,12.0,5.3,2018-09-05,21:11:28,199526231.5,0.01,1563.39,5623413251903.49,1.1220184543019562e+17,Medium,49.23204917653732
42.68,142.02,43.7,73.0,1.07,0.45,"34km E of Tomakomai, Japan",4.8,6.6,0.06,73.0,5.03,2018-09-05,21:04:32,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
42.71,141.97,34.47,63.0,1.12,0.86,"28km ESE of Chitose, Japan",5.5,5.5,0.04,237.0,5.11,2018-09-05,19:10:47,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
42.75,142.12,35.0,70.0,1.06,0.73,"38km ESE of Chitose, Japan",5.5,1.9,0.07,62.0,4.94,2018-09-05,18:32:51,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
42.77,141.93,33.03,71.0,1.18,0.88,"23km ESE of Chitose, Japan",7.1,5.4,0.05,135.0,5.2,2018-09-05,18:23:48,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
42.59,142.05,35.0,42.0,1.0,1.16,"36km E of Tomakomai, Japan",6.5,1.9,0.04,237.0,5.45,2018-09-05,18:20:11,281838293.13,0.0,1858.1,9440608762859.26,1.8836490894897942e+17,Medium,41.42360699037582
42.64,142.0,35.0,59.0,1.06,0.94,"32km E of Tomakomai, Japan",7.0,1.9,0.05,129.0,5.54,2018-09-05,18:17:10,346736850.45,0.0,2060.95,12882495516931.32,2.5703957827688643e+17,Medium,37.346328478055185
42.69,141.93,35.0,32.0,1.13,0.74,"27km ENE of Tomakomai, Japan",6.5,1.9,0.06,25.0,6.6,2018-09-05,18:07:59,3981071705.53,0.0,6983.42,501187233627271.44,1e+19,High,11.021682918655015
43.36,146.21,59.49,126.0,2.62,0.74,"51km E of Nemuro, Japan",8.6,6.3,0.04,209.0,4.94,2018-09-05,01:26:49,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
36.48,141.39,39.53,17.0,1.47,0.89,"65km ESE of Takahagi, Japan",5.6,4.1,0.07,22.0,5.4,2018-09-04,20:11:19,251188643.15,0.0,1754.16,7943282347242.86,1.584893192461124e+17,Medium,43.87811001483555
34.53,131.37,21.28,86.0,1.46,0.66,"15km NNW of Hagi, Japan",4.9,5.6,0.16,12.0,4.86,2018-09-02,21:47:50,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
29.19,130.52,10.0,108.0,3.08,0.57,"136km NE of Naze, Japan",8.1,1.9,0.15,13.0,4.86,2018-09-02,02:58:46,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
29.44,130.97,35.65,39.0,3.52,1.13,"143km S of Nishinoomote, Japan",5.6,5.3,0.07,59.0,5.03,2018-09-01,18:43:53,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
27.96,139.91,435.0,25.0,2.19,1.02,"247km WNW of Chichi-shima, Japan",9.1,1.9,0.05,45.0,5.6,2018-09-01,15:43:00,398107170.55,0.0,2208.35,15848931924611.11,3.1622776601683795e+17,Medium,34.85362167112218
36.05,141.23,20.92,143.0,1.85,0.74,"49km NE of Hasaki, Japan",7.5,7.2,0.16,11.0,4.86,2018-09-01,13:37:34,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.98,144.46,35.46,152.0,3.05,1.35,"Off the east coast of Honshu, Japan",10.9,7.1,0.14,14.0,4.86,2018-08-31,06:02:30,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
43.81,149.93,10.0,81.0,5.29,0.69,"227km SE of Kuril'sk, Russia",12.6,1.9,0.12,19.0,4.86,2018-08-31,02:56:25,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
40.92,143.15,38.72,84.0,1.09,1.08,"147km ENE of Hachinohe, Japan",5.9,6.1,0.07,59.0,4.86,2018-08-30,15:38:16,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
